id,CIE_10_Id,CIE10_DESC
7239,N02.8,"Hematuria recurrente y persistente,  otras "
7240,N02.9,"Hematuria recurrente y persistente, no especificada "
7241,N03,Síndrome nefrítico crónico
7242,N03.0,"Síndrome nefrítico crónico, anomalía glomerular mínima "
7243,N03.1,"Síndrome nefrítico crónico, lesiones glomerulares focales y segmentarias "
7244,N03.2,"Síndrome nefrítico crónico, glomerulonefritis membranosa difusa "
7245,N03.3,"Síndrome nefrítico crónico, glomerulonefritis proliferativa mesangial difusa "
7246,N03.4,"Síndrome nefrítico crónico, glomerulonefritis proliferativa endocapilar difusa "
7247,N03.5,"Síndrome nefrítico crónico, glomerulonefritis mesangiocapilar difusa "
7248,N03.6,"Síndrome nefrítico crónico, enfermedad por depósitos densos "
7249,N03.7,"Síndrome nefrítico crónico, glomerulonefritis difusa en media luna "
7250,N03.8,"Síndrome nefrítico crónico, otras "
7251,N03.9,"Síndrome nefrítico crónico, no especificada "
7252,N04,Síndrome nefrótico
7253,N04.0,"Síndrome nefrótico, anomalía glomerular mínima "
7254,N04.1,"Síndrome nefrótico, lesiones glomerulares focales y segmentarias "
7255,N04.2,"Síndrome nefrótico, glomerulonefritis membranosa difusa "
7256,N04.3,"Síndrome nefrótico, glomerulonefritis proliferativa mesangial difusa "
7257,N04.4,"Síndrome nefrótico, glomerulonefritis proliferativa endocapilar difusa "
7258,N04.5,"Síndrome nefrótico, glomerulonefritis mesangiocapilar difusa "
7259,N04.6,"Síndrome nefrótico, enfermedad por depósitos densos "
7260,N04.7,"Síndrome nefrótico, glomerulonefritis difusa en media luna "
7261,N04.8,"Síndrome nefrótico, otras "
7262,N04.9,"Síndrome nefrótico, no especificada "
7263,N05,Síndrome nefrítico no especificado
7264,N05.0,"Síndrome nefrítico no especificado, anomalía glomerular mínima "
7265,N05.1,"Síndrome nefrítico no especificado, lesiones glomerulares focales y segmentarias "
7266,N05.2,"Síndrome nefrítico no especificado, glomerulonefritis membranosa difusa "
7267,N05.3,"Síndrome nefrítico no especificado, glomerulonefritis proliferativa mesangial difusa "
7268,N05.4,"Síndrome nefrítico no especificado, glomerulonefritis proliferativa endocapilar difusa "
7269,N05.5,"Síndrome nefrítico no especificado, glomerulonefritis mesangiocapilar difusa "
7270,N05.7,"Síndrome nefrítico no especificado, glomerulonefritis difusa en media luna "
7271,N05.8,"Síndrome nefrítico no especificado, otras "
7272,N05.9,Síndrome nefrítico no especificada 
7273,N06,Proteinuria aislada con lesión morfológica especificada
7274,N06.0,"Proteinuria aislada con lesión morfológica especificada, anomalía glomerular mínima "
7275,N06.1,"Proteinuria aislada con lesión morfológica especificada, lesiones glomerulares focales y segmentarias "
7276,N06.2,"Proteinuria aislada con lesión morfológica especificada, glomerulonefritis membranosa difusa "
7277,N06.3,"Proteinuria aislada con lesión morfológica especificada,  glomerulonefritis proliferativa mesangial difusa "
7278,N06.4,"Proteinuria aislada con lesión morfológica especificada,  glomerulonefritis proliferativa endocapilar difusa "
7279,N06.5,"Proteinuria aislada con lesión morfológica especificada, glomerulonefritis mesangiocapilar difusa "
7280,N06.6,"Proteinuria aislada con lesión morfológica especificada,  enfermedad por depósitos densos "
7281,N06.7,"Proteinuria aislada con lesión morfológica especificada, glomerulonefritis difusa en media luna "
7282,N06.9,"Proteinuria aislada con lesión morfológica especificada, no especificada "
7283,N07,"Nefropatía hereditaria, no clasificada bajo otro concepto"
7284,N07.0,"Nefropatía hereditaria, NCOP, anomalía glomerular mínima "
7285,N07.1,"Nefropatía hereditaria, NCOP, lesiones glomerulares focales y segmentarias "
7286,N07.2,"Nefropatía hereditaria, NCOP, glomerulonefritis membranosa difusa "
7287,N07.3,"Nefropatía hereditaria, no clasificada bajo otro concepto, con glomerulonefritis proliferativa mesangial difusa"
7288,N07.4,"Nefropatía hereditaria, NCOP,  glomerulonefrItis proliferativa endocapilar difusa "
7289,N07.5,"Nefropatía hereditaria, NCOP,  glomerulonefritis mesangiocapilar difusa "
7290,N07.6,"Nefropatía hereditaria, NCOP, enfermedad por depósitos densos "
7291,N07.7,"Nefropatía hereditaria, NCOP,  glomerulonefritis difusa en media luna "
7292,N07.8,"Nefropatía hereditaria, NCOP,  otras "
7293,N07.9,"Nefropatía hereditaria, NCOP, no especificada "
7294,N08,Trastornos glomerulares en enfermedades clasificadas bajo otro concepto
7295,N08.0,Trastornos glomerulares en enfermedades infecciosas y parasitarias clasificadas en otra parte 
7296,N08.1,Trastornos glomerulares en enfermedades neoplásicas 
7297,N08.2,Trastornos glomerulares en enfermedades de la sangre y otros trastornos que afectan el mecanismo inmunitario 
7298,N08.3,Trastornos glomerulares en diabetes mellitus 
7299,N08.4,"Trastornos glomerulares en otras enfermedades endocrinas, nutricionales y metabólicas "
7300,N08.5,Trastornos glomerulares en trastornos sistémicos del tejido conjuntivo 
7301,N08.8,Trastornos glomerulares en otras enfermedades clasificadas en otra parte 
7302,N10,Nefritis tubulo-intersticial aguda 
7303,N11,Nefritis túbulo-intersticial crónica
7304,N11.0,Pielonefritis crónica no obstructiva asociada con reflujo 
7305,N11.1,Pielonefritis crónica obstructiva 
7306,N11.8,Otras nefritis tubulointersticiales crónicas 
7307,N11.9,"Nefritis tubulointersticial crónica, sin otra especificación "
7308,N12,"Nefritis tubulo-intersticial, no especificada como aguda o crónica "
7309,N13,Uropatía obstructiva y por reflujo
7310,N13.0,Hidronefrosis con obstrucción de la unión urétero-pélvica 
7311,N13.1,"Hidronefrosis con estrechez ureteral, no clasificada en otra parte "
7312,N13.2,Hidronefrosis con obstrucción por cálculos del riñón y del uréter 
7313,N13.3,Otras hidronefrosis y las no especificadas 
7314,N13.4,Hidrouréter 
7315,N13.5,Torsión y estrechez del uréter sin hidronefrosis 
7316,N13.6,Pionefrosis 
7317,N13.7,Uropatía asociada con reflujo vesicoureteral 
7318,N13.8,Otras uropatías obstructivas y por reflujo 
7319,N13.9,"Uropatía obstructiva y por reflujo, sin otra especificación "
7320,N14,Afecciones túbulo-intersticiales y tubulares inducidas por fármacos y metales pesados
7321,N14.0,Nefropatía inducida por analgésicos 
7322,N14.1,"Nefropatía inducida por otras drogas, medicamentos y sustancias biológicas "
7323,N14.2,"Nefropatía inducida por drogas, medicamentos y sustancias biológicas no especificadas "
7324,N14.3,Nefropatía inducida por metales pesados 
7325,N14.4,"Nefropatía tóxica, no clasificada en otra parte "
7326,N15,Otras enfermedades túbulo-intersticiales renales
7327,N15.0,Nefropatía de los Balcanes 
7328,N15.1,Absceso renal y perirrenal 
7329,N15.8,Otras enfermedades renales tubulointersticiales especificadas 
7330,N15.9,"Enfermedad renal tubulointersticial, no especificada "
7331,N16,Trastornos túbulo-intersticiales renales en enfermedades clasificadas bajo otro concepto
7332,N16.0,Trastornos renales tubulointersticiales en enfermedades infecciosas y parasitarias clasificadas en otra parte 
7333,N16.1,Trastornos renales tubulointersticiales en enfermedades neoplásicas 
7334,N16.2,Trastornos renales tubulointersticiales en enfermedades de la sangre y en trastornos que afectan el mecanismo inmunitario 
7335,N16.3,Trastornos renales tubulointersticiales en enfermedades metabólicas 
7336,N16.4,Trastornos renales tubulointersticiales en enfermedades del tejido conjuntivo 
7337,N16.5,Trastornos renales tubulointersticiales en rechazo de trasplante 
7338,N16.8,Trastornos renales tubulointersticiales en otras enfermedades clasificadas en otra parte 
7339,N17,Fallo renal agudo
7340,N17.0,Insuficiencia renal aguda con necrosis tubular 
7341,N17.1,Insuficiencia renal aguda con necrosis cortical aguda 
7342,N17.2,Insuficiencia renal aguda con necrosis medular 
7343,N17.8,Otras insuficiencias renales agudas 
7344,N17.9,"Insuficiencia renal aguda, no especificada "
7345,N18,Enfermedad renal crónica (ERC)
7346,N18.1,"Enfermedad renal crónica, etapa 1 "
7347,N18.2,"Enfermedad renal crónica, etapa 2  "
7348,N18.3,"Enfermedad renal crónica, etapa 3  "
7349,N18.4,"Enfermedad renal crónica, etapa 4 "
7350,N18.5,"Enfermedad renal crónica, etapa 5  "
7351,N18.9,"Enfermedad renal crónica, no especificada "
7352,N19,Insuficiencia renal no especificada 
7353,N20,Cálculo de riñón y uréter
7354,N20.0,Cálculo del riñón 
7355,N20.1,Cálculo del uréter 
7356,N20.2,Cálculo del riñón con cálculo del uréter 
7357,N20.9,"Cálculo urinario, no especificado "
7358,N21,Cálculo del tracto urinario inferior
7359,N21.0,Cálculo en la vejiga 
7360,N21.1,Cálculo en la uretra 
7361,N21.9,"Cálculo de las vías urinarias inferiores, no especificado "
7362,N22,Cálculo del tracto urinario en enfermedades clasificadas bajo otro concepto
7363,N22.0,Litiasis urinaria en esquistosomiasis [bilharziasis] 
7364,N23,Cólico renal no especificado 
7365,N25,Trastornos resultantes de la alteración de la función tubular renal
7366,N25.0,Osteodistrofia renal 
7367,N25.1,Diabetes insípida nefrógena 
7368,N25.8,Otros trastornos resultantes de la función tubular renal alterada 
7369,N25.9,"Trastorno no especificado, resultante de la función tubular renal alterada "
7370,N26,Riñón contratado no especificado 
7371,N27,Riñón pequeño de causa desconocida
7372,N27.0,"Riñón pequeño, unilateral "
7373,N27.1,"Riñón pequeño, bilateral "
7374,N27.9,"Riñón pequeño, no especificado "
7375,N28,"Otros trastornos del riñón y del uréter, no clasificados bajo otro concepto"
7376,N28.0,Isquemia e infarto del riñón 
7377,N28.1,"Quiste de riñón, adquirido "
7378,N28.8,Otros trastornos especificados del riñón y del uréter 
7379,N28.9,"Trastorno del riñón y del uréter, no especificado "
7380,N29,Otros trastornos del riñón y del uréter en enfermedades clasificadas bajo otro concepto
7381,N29.0,Sífilis renal tardía 
7382,N29.1,Otros trastornos del riñón y del uréter en enfermedades infecciosas y parasitarias clasificadas en otra parte 
7383,N29.8,Otros trastornos del riñón y del uréter en otras enfermedades clasificadas en otra parte 
7384,N30,Cistitis
7385,N30.0,Cistitis aguda 
7386,N30.1,Cistitis intersticial (crónica) 
7387,N30.2,Otras cistitis crónicas 
7388,N30.3,Trigonitis 
7389,N30.4,Cistitis por irradiación 
7390,N30.8,Otras cistitis 
7391,N30.9,"Cistitis, no especificada "
7392,N31,"Disfunción neuromuscular de vejiga, no clasificada bajo otro concepto"
7393,N31.1,"Vejiga neuropática refleja, no clasificada en otra parte "
7394,N31.2,"Vejiga neuropática flácida, no clasificada en otra parte "
7395,N31.8,Otras disfunciones neuromusculares de la vejiga 
7396,N31.9,"Disfunción neuromuscular de la vejiga, no especificada "
7397,N32,Otros trastornos de vejiga
7398,N32.0,Obstrucción de cuello de la vejiga 
7399,N32.1,Fístula vesicointestinal 
7400,N32.2,"Fístula de la vejiga, no clasificada en otra parte "
7401,N32.3,Divertículo de la vejiga 
7402,N32.4,"Ruptura de la vejiga, no traumática "
7403,N32.8,Otros trastornos especificados de la vejiga 
7404,N32.9,"Trastorno de la vejiga, no especificado "
7405,N33,Trastornos de vejiga en enfermedades clasificadas bajo otro concepto
7406,N33.0,Cistitis tuberculosa 
7407,N33.8,Trastornos de la vejiga en otras enfermedades clasificadas en otra parte 
7408,N34,Uretritis y síndrome uretral
7409,N34.0,Absceso uretral 
7410,N34.1,Uretritis no específica 
7411,N34.2,Otras uretritis 
7412,N34.3,"Síndrome uretral, no especificado "
7413,N35,Estenosis de uretra
7414,N35.0,Estrechez uretral postraumática 
7415,N35.1,"Estrechez uretral postinfección, no clasificada en otra parte "
7416,N35.8,Otras estrecheces uretrales 
7417,N35.9,"Estrechez uretral, no especificada "
7418,N36,Otros trastornos de uretra
7419,N36.0,Fístula de la uretra 
7420,N36.1,Divertículo de la uretra 
7421,N36.2,Carúncula uretral 
7422,N36.3,Prolapso de la mucosa uretral 
7423,N36.8,Otros trastornos especificados de la uretra 
7424,N36.9,"Trastorno de la uretra, no especificado "
7425,N37,Trastornos de uretra en enfermedades clasificadas bajo otro concepto
7426,N37.0,Uretritis en enfermedades clasificadas en otra parte 
7427,N39,Otros trastornos del aparato urinario
7428,N39.0,"Infección de vías urinarias, sitio no especificado "
7429,N39.1,"Proteinuria persistente, no especificada "
7430,N39.2,"Proteinuria ortostática, no especificada "
7431,N39.3,Incontinencia urinaria por tensión 
7432,N39.4,Otras incontinencias urinarias especificadas 
7433,N39.8,Otros trastornos especificados del sistema urinario 
7434,N39.9,"Trastorno del sistema urinario, no especificado "
7435,N40,Hiperplasia de la próstata. 
7436,N41,Enfermedades inflamatorias de próstata
7437,N41.0,Prostatitis aguda 
7438,N41.1,Prostatitis crónica 
7439,N41.2,Absceso de la próstata 
7440,N41.3,Prostatocistitis 
7441,N41.8,Otras enfermedades inflamatorias de la próstata 
7442,N41.9,"Enfermedad inflamatoria de la próstata, no especificada "
7443,N42,Otros trastornos de próstata y los no especificados
7444,N42.0,Cálculo de la próstata 
7445,N42.1,Congestión y hemorragia de la próstata 
7446,N42.2,Atrofia de la próstata 
7447,N42.3,Displasia de la próstata 
7448,N42.8,Otros trastornos especificados de la próstata 
7449,N42.9,"Trastorno de la próstata, no especificado "
7450,N43,Hidrocele y espermatocele
7451,N43.0,Hidrocele enquistado 
7452,N43.1,Hidrocele infectado 
7453,N43.3,"Hidrocele, no especificado "
7454,N43.4,Espermatocele 
7455,N44,Torsión de Testis 
7456,N45,Orquitis y epididimitis
7457,N45.0,"Orquitis, epididimitis y orquiepididimitis con absceso "
7458,N45.9,"Orquitis, epididimitis y orquiepididimitis sin absceso "
7459,N46,Infertilidad masculina 
7460,N47,"Prepuce redundante, fimosis y parafimosis. "
7461,N48,Otros trastornos del pene
7462,N48.0,Leucoplasia del pene 
7463,N48.1,Balanopostitis 
7464,N48.2,Otros trastornos inflamatorios del pene 
7465,N48.3,Priapismo 
7466,N48.4,Impotencia de origen orgánico 
7467,N48.5,Úlcera del pene 
7468,N48.6,Induración plástica del pene 
7469,N48.8,Otros trastornos especificados del pene 
7470,N48.9,"Trastorno del pene, no especificado "
7471,N49,"Trastornos inflamatorios de los órganos genitales masculinos, no clasificados bajo otro concepto"
7472,N49.0,Trastornos inflamatorios de vesícula seminal 
7473,N49.1,"Trastornos inflamatorios del cordón espermático, túnica vaginal y conducto deferente "
7474,N49.2,Trastornos inflamatorios del escroto 
7475,N49.8,Otros trastornos inflamatorios de los órganos genitales masculinos 
7476,N49.9,"Trastorno inflamatorio de órgano genital masculino, no especificado "
7477,N50,Otros trastornos de los órganos genitales masculinos y los no especificados
7478,N50.0,Atrofia del testículo 
7479,N50.1,Trastornos vasculares de los órganos genitales masculinos 
7480,N50.8,Otros trastornos especificados de los órganos genitales masculinos 
7481,N50.9,Trastorno no especificado de los órganos genitales masculinos 
7482,N51,Trastornos de los órganos genitales masculinos en otras enfermedades clasificadas bajo otro concepto
7483,N51.0,Trastornos de próstata en enfermedades clasificadas en otra parte 
7484,N51.1,Trastornos del testículo y del epidídimo en enfermedades clasificadas en otra parte 
7485,N51.2,Balanitis en enfermedades clasificadas en otra parte 
7486,N51.8,Otros trastornos de los órganos genitales masculinos en enfermedades clasificadas en otra parte 
7487,N60,Displasia mamaria benigna
7488,N60.0,Quiste solitario de la mama 
7489,N60.1,Mastopatía quística difusa 
7490,N60.2,Fibroadenosis de mama 
7491,N60.3,Fibroesclerosis de mama 
7492,N60.4,Ectasia de conducto mamario 
7493,N60.8,Otras displasias mamarias benignas 
7494,N60.9,"Displasia mamaria benigna, sin otra especificación "
7495,N61,Trastornos inflamatorios de senos. 
7496,N62,Hipertrofia de pecho 
7497,N63,Bulto no especificado en el pecho 
7498,N64,Otros trastornos mamarios
7499,N64.0,Fisura y fístula del pezón 
7500,N64.1,Necrosis grasa de la mama 
7501,N64.2,Atrofia de la mama 
7502,N64.3,Galactorrea no asociada con el parto 
7503,N64.4,Mastodinia 
7504,N64.5,Otros signos y síntomas relativos a la mama 
7505,N64.8,Otros trastornos especificados de la mama 
7506,N64.9,"Trastorno de la mama, no especificado "
7507,N70,Salpingitis y ooforitis
7508,N70.0,Salpingitis y ooforitis aguda 
7509,N70.1,Salpingitis y ooforitis crónica 
7510,N70.9,"Salpingitis y ooforitis, no especificadas "
7511,N71,"Enfermedad inflamatoria uterina, con excepción de cuello uterino"
7512,N71.0,Enfermedad inflamatoria aguda del útero 
7513,N71.1,Enfermedad inflamatoria crónica del útero 
7514,N71.9,"Enfermedad inflamatoria del útero, no especificada "
7515,N72,Enfermedad inflamatoria de Cervix Uteri 
7516,N73,Otras enfermedades inflamatorias pélvicas femeninas
7517,N73.0,Parametritis y celulitis pélvica aguda 
7518,N73.1,Parametritis y celulitis pélvica crónica 
7519,N73.2,Parametritis y celulitis pélvica no especificada 
7520,N73.3,"Peritonitis pélvica aguda, femenina "
7521,N73.4,"Peritonitis pélvica crónica, femenina "
7522,N73.5,"Peritonitis pélvica femenina, no especificada "
7523,N73.6,Adherencias peritoneales pélvicas femeninas 
7524,N73.9,"Enfermedad inflamatoria pélvica femenina, no especificada "
7525,N74,Trastornos inflamatorios pélvicos en enfermedades clasificadas bajo otro concepto
7526,N74.1,Enfermedad inflamatoria pélvica femenina por tuberculosis 
7527,N74.2,Enfermedad inflamatoria pélvica femenina por sífilis 
7528,N74.3,Enfermedad inflamatoria pélvica femenina por gonococos 
7529,N74.4,Enfermedad inflamatoria pélvica femenina por clamidias 
7530,N74.8,Trastornos inflamatorios pélvicos femeninos en otras enfermedades clasificadas en otra parte 
7531,N75,Enfermedades de la glándula de Bartolino
7532,N75.0,Quiste de la glándula de Bartholin 
7533,N75.1,Absceso de la glándula de Bartholin 
7534,N75.8,Otras enfermedades de la glándula de Bartholin 
7535,N75.9,"Enfermedad de la glándula de Bartholin, no especificada "
7536,N76,Otros tipos de inflamación vaginal y vulvar
7537,N76.0,Vaginitis aguda 
7538,N76.1,Vaginitis subaguda y crónica 
7539,N76.2,Vulvitis aguda 
7540,N76.3,Vulvitis subaguda y crónica 
7541,N76.4,Absceso vulvar 
7542,N76.5,Ulceración de la vagina 
7543,N76.6,Ulceración de la vulva 
7544,N76.8,Otras inflamaciones especificadas de la vagina y de la vulva 
7545,N77,Ulceración e inflamación vulvovaginal por otras enfermedades clasificadas bajo otro concepto
7546,N77.0,Ulceración de la vulva en enfermedades infecciosas y parasitarias clasificadas en otra parte 
7547,N77.1,"Vaginitis, vulvitis y vulvovaginitis en enfermedades infecciosas y parasitarias clasificadas en otra parte "
7548,N77.8,Ulceración e inflamación vulvovaginal en otras enfermedades clasificadas en otra parte 
7549,N80,Endometriosis
7550,N80.0,Endometriosis del útero 
7551,N80.1,Endometriosis del ovario 
7552,N80.2,Endometriosis de la trompa de Falopio 
7553,N80.3,Endometriosis del peritoneo pélvico 
7554,N80.4,Endometriosis del tabique rectovaginal y de la vagina 
7555,N80.5,Endometriosis del intestino 
7556,N80.6,Endometriosis en cicatriz cutánea 
7557,N80.8,Otras endometriosis 
7558,N80.9,"Endometriosis, no especificada "
7559,N81,Prolapso genital femenino
7560,N81.0,Uretrocele femenino 
7561,N81.1,Cistocele 
7562,N81.2,Prolapso uterovaginal incompleto 
7563,N81.3,Prolapso uterovaginal completo 
7564,N81.4,"Prolapso uterovaginal, sin otra especificación "
7565,N81.5,Enterocele vaginal 
7566,N81.6,Rectocele 
7567,N81.8,Otros prolapsos genitales femeninos 
7568,N81.9,"Prolapso genital femenino, no especificado "
7569,N82,Fístulas con afectación del tracto genital femenino
7570,N82.0,Fístula vesicovaginal 
7571,N82.1,Otras fístulas de las vías genitourinarias femeninas 
7572,N82.2,Fístula de la vagina al intestino delgado 
7573,N82.3,Fístula de la vagina al intestino grueso 
7574,N82.4,Otras fístulas del tracto genital femenino al tracto intestinal 
7575,N82.5,Fístula del tracto genital femenino a la piel 
7576,N82.8,Otras fístulas del tracto genital femenino 
7577,N82.9,"Fístula del tracto genital femenino, sin otra especificación "
7578,N83,"Trastornos no inflamatorios del ovario, trompa de Falopio y ligamento ancho"
7579,N83.0,Quiste folicular del ovario 
7580,N83.1,Quiste del cuerpo amarillo 
7581,N83.2,Otros quistes ováricos y los no especificados 
7582,N83.3,Atrofia adquirida del ovario y de la trompa de Falopio 
7583,N83.4,Prolapso y hernia del ovario y de la trompa de Falopio 
7584,N83.5,"Torsión de ovario, pedículo de ovario y trompa de Falopio "
7585,N83.6,Hematosalpinx 
7586,N83.7,Hematoma del ligamento ancho 
7587,N83.8,"Otros trastornos no inflamatorios del ovario, de la trompa de Falopio y del ligamento ancho "
7588,N83.9,"Enfermedad no inflamatoria del ovario, de la trompa de Falopio y del ligamento ancho, no especificada "
7589,N84,Pólipo del tracto genital femenino
7590,N84.0,Pólipo del cuerpo del útero 
7591,N84.1,Pólipo del cuello del útero 
7592,N84.2,Pólipo de la vagina 
7593,N84.3,Pólipo de la vulva 
7594,N84.8,Pólipos de otras partes del tracto genital femenino 
7595,N85,"Otros trastornos no inflamatorios del útero, con excepción del cervix "
7596,N85.0,Hiperplasia de glándula del endometrio 
7597,N85.1,Hiperplasia adenomatosa del endometrio 
7598,N85.2,Hipertrofia del útero 
7599,N85.3,Subinvolución del útero 
7600,N85.4,Mala posicion del útero 
7601,N85.5,Inversión del útero
7602,N85.6,Sinequias intrauterinas 
7603,N85.7,Hematómetra 
7604,N85.8,Otros trastornos no inflamatorios especificados del útero 
7605,N85.9,"Trastorno no inflamatorio del útero, no especificado "
7606,N86,Erosión y ectropión de Cervix Uteri. 
7607,N87,Displasia del cuello uterino
7608,N87.0,Displasia cervical leve 
7609,N87.1,Displasia cervical moderada 
7610,N87.9,"Displasia del cuello del útero, no especificada "
7611,N88,Otros trastornos no inflamatorios del cervix 
7612,N88.0,Leucoplasia del cuello del útero 
7613,N88.1,Laceración antigua del cuello del útero 
7614,N88.2,Estrechez y estenosis del cuello del útero 
7615,N88.3,Incompetencia del cuello del útero 
7616,N88.4,Elongación hipertrofica del cuello del útero 
7617,N88.8,Otros trastornos no inflamatorios especificados del cuello del útero 
7618,N88.9,"Trastorno no inflamatorio del cuello del útero, no especificado "
7619,N89,Otros trastornos no inflamatorios de vagina
7620,N89.0,Displasia vaginal leve 
7621,N89.1,Displasia vaginal moderada 
7622,N89.3,"Displasia de la vagina, no especificada "
7623,N89.4,Leucoplasia de la vagina 
7624,N89.5,Estrechez y atresia de la vagina 
7625,N89.6,Anillo de himen estrecho 
7626,N89.7,Hematocolpos 
7627,N89.8,Otros trastornos especificados no inflamatorios de la vagina 
7628,N89.9,"Trastorno no inflamatorio de la vagina, no especificado "
7629,N90,Otros trastornos no inflamatorios de vulva y periné
7630,N90.0,Displasia vulvar leve 
7631,N90.1,Displasia vulvar moderada 
7632,N90.3,"Displasia de la vulva, no especificada "
7633,N90.4,Leucoplasia de la vulva 
7634,N90.5,Atrofia de la vulva 
7635,N90.6,Hipertrofia de la vulva 
7636,N90.7,Quiste de la vulva 
7637,N90.8,Otros trastornos no inflamatorios especificados de la vulva y del perineo 
7638,N90.9,"Trastorno no inflamatorio de la vulva y del perineo, no especificado "
7639,N91,"Menstruación ausente, escasa e infrecuente"
7640,N91.0,Amenorrea primaria 
7641,N91.1,Amenorrea secundaria 
7642,N91.2,"Amenorrea, sin otra especificación "
7643,N91.3,Oligomenorrea primaria 
7644,N91.4,Oligomenorrea secundaria 
7645,N91.5,"Oligomenorrea, no especificada "
7646,N92,"Menstruación excesiva, frecuente e irregular"
7647,N92.0,Menstruación excesiva y frecuente con ciclo regular 
7648,N92.1,Menstruación excesiva y frecuente con ciclo irregular 
7649,N92.2,Menstruación excesiva en la pubertad 
7650,N92.3,Hemorragia por ovulación 
7651,N92.5,Otras menstruaciones irregulares especificadas 
7652,N92.6,"Menstruación irregular, no especificada "
7653,N93,Otro tipo de sangrado anormal uterino y vaginal
7654,N93.0,Hemorragia postcoito y postcontacto 
7655,N93.8,Otras hemorragias uterinas o vaginales anormales especificadas 
7656,N93.9,"Hemorragia vaginal y uterina anormal, no especificada "
7657,N94,Dolor y otras afecciones asociadas a órganos genitales femeninos y al ciclo menstrual
7658,N94.0,Dolor intermenstrual 
7659,N94.1,Dispareunia 
7660,N94.2,Vaginismo 
7661,N94.3,Síndrome de tensión premenstrual 
7662,N94.4,Dismenorrea primaria 
7663,N94.5,Dismenorrea secundaria 
7664,N94.6,"Dismenorrea, no especificada "
7665,N94.8,Otras afecciones especificadas asociadas con los órganos genitales femeninos y el ciclo menstrual 
7666,N94.9,Afecciones no especificadas asociadas con los órganos genitales femeninos y el ciclo menstrual 
7667,N95,Trastornos menopáusicos y perimenopáusicos
7668,N95.0,Hemorragia postmenopáusica 
7669,N95.1,Estados menopáusicos y climatéricos femeninos 
7670,N95.2,Vaginitis atrófica postmenopáusica 
7671,N95.3,Estados asociados con menopausia artificial 
7672,N95.8,Otros trastornos menopáusicos y perimenopáusicos especificados 
7673,N95.9,"Trastorno menopáusico y perimenopáusico, no especificado "
7674,N96,abortadora habitual 
7675,N97,Infertilidad femenina
7676,N97.0,Infertilidad femenina asociada con falta de ovulación 
7677,N97.1,Infertilidad femenina de origen tubárico 
7678,N97.2,Infertilidad femenina de origen uterino 
7679,N97.3,Infertilidad femenina de origen cervical 
7680,N97.4,Infertilidad femenina asociada con factores masculinos 
7681,N97.8,Infertilidad femenina de otro origen 
7682,N97.9,"Infertilidad femenina, no especificada "
7683,N98,Complicaciones asociadas a la fecundación artificial
7684,N98.0,Infección asociada con inseminación artificial 
7685,N98.1,Hiperestimulación de ovarios 
7686,N98.2,Complicaciones en el intento de introducción del huevo fecundado en la fertilización in vitro 
7687,N98.3,Complicaciones en el intento de introducción del embrión en la transferencia de embriones 
7688,N98.8,Otras complicaciones asociadas con la fecundación artificial 
7689,N98.9,Complicación no especificada asociada con la fecundación artificial 
7690,N99,"Complicaciones y trastornos intraoperatorios y posprocedimiento del aparato genitourinario, no clasificados bajo otro concepto"
7691,N99.0,Insuficiencia renal consecutiva a procedimientos 
7692,N99.1,Estrechez uretral consecutiva a procedimientos 
7693,N99.2,Adherencias postoperatorias de la vagina 
7694,N99.3,Prolapso de la cúpula vaginal después de histerectomía 
7695,N99.4,Adherencias peritoneales pélvicas consecutivas a procedimientos 
7696,N99.5,Mal funcionamiento de estoma externo de vías urinarias 
7697,N99.8,Otros trastornos del sistema genitourinario consecutivos a procedimientos 
7698,O00,Embarazo ectópico
7699,O00.0,Embarazo abdominal 
7700,O00.1,Embarazo tubárico 
7701,O00.2,Embarazo ovárico 
7702,O00.8,Otros embarazos ectópicos 
7703,O00.9,"Embarazo ectópico, no especificado "
7704,O01,Mola hidatiforme
7705,O01.0,Mola hidatiforme clásica 
7706,O01.1,"Mola hidatiforme, incompleta o parcial "
7707,O01.9,"Mola hidatiforme, no especificada "
7708,O02,Otros productos anormales de la concepción
7709,O02.0,Detención del desarrollo del huevo y mola no hidatiforme 
7710,O02.1,Aborto retenido 
7711,O02.8,Otros productos anormales especificados de la concepción 
7712,O03,Aborto espontáneo
7713,O03.0,"Aborto espontáneo incompleto, complicado con infección genital y pelviana "
7714,O03.1,"Aborto espontáneo incompleto, complicado por hemorragia excesiva o tardía "
7715,O03.2,"Aborto espontáneo incompleto, complicado por embolia "
7716,O03.3,"Aborto espontáneo incompleto, con otras complicaciones especificadas y las no especificadas "
7717,O03.4,"Aborto espontáneo incompleto, sin complicación "
7718,O03.5,"Aborto espontáneo completo o no especificado, complicado con infección genital y pelviana "
7719,O03.6,"Aborto espontáneo completo o no especificado, complicado por hemorragia excesiva o tardía "
7720,O03.7,"Aborto espontáneo completo o no especificado, complicado por embolia "
7721,O03.8,"Aborto espontáneo completo o no especificado, con otras complicaciones especificadas y las no especificadas "
7722,O03.9,"Aborto espontáneo completo o no especificado, sin complicación "
7723,O04,Complicaciones después de interrupción (inducida) del embarazo
7724,O04.0,"Aborto médico incompleto, complicado con infección genital y pelviana "
7725,O04.1,"Aborto médico incompleto, complicado por hemorragia excesiva o tardía "
7726,O04.2,"Aborto médico incompleto, complicado por embolia "
